"Var","EPU","Time","MeanCond"
"American plaice","GB",1994,1.11095307297075
"American plaice","GB",1995,1.01189999336421
"American plaice","GB",1996,1.046714855578
"American plaice","GB",1997,1.03721645263523
"American plaice","GB",1998,1.03055017517111
"American plaice","GB",1999,1.03478701016157
"American plaice","GB",2000,0.994408762044035
"American plaice","GB",2001,0.964311723182635
"American plaice","GB",2002,0.960782162008023
"American plaice","GB",2003,0.961413987573338
"American plaice","GB",2004,0.928403446670975
"American plaice","GB",2005,0.98884017073761
"American plaice","GB",2006,1.01006901777361
"American plaice","GB",2007,1.0009759069003
"American plaice","GB",2008,1.02788181174528
"American plaice","GB",2009,0.973265493375129
"American plaice","GB",2010,0.96494644800479
"American plaice","GB",2011,0.983736304680126
"American plaice","GB",2012,0.950991383187116
"American plaice","GB",2013,0.988592810415085
"American plaice","GB",2014,1.06665503834383
"American plaice","GB",2015,1.04107719170604
"American plaice","GB",2016,1.00033505690721
"American plaice","GB",2019,1.02175842968783
"American plaice","GB",2021,1.05719548036797
"American plaice","GB",2024,1.00843716186628
"American plaice","GOM",1992,0.988264324964616
"American plaice","GOM",1993,1.02253535829792
"American plaice","GOM",1994,0.994978506677124
"American plaice","GOM",1995,0.964258581322425
"American plaice","GOM",1996,0.981715722159132
"American plaice","GOM",1997,0.999064048042219
"American plaice","GOM",1998,0.996621240610842
"American plaice","GOM",1999,0.987507212606027
"American plaice","GOM",2000,0.964244022201513
"American plaice","GOM",2001,0.955903649029884
"American plaice","GOM",2002,0.933686280134832
"American plaice","GOM",2003,0.922310043287202
"American plaice","GOM",2004,0.905737620023698
"American plaice","GOM",2005,0.916792429317844
"American plaice","GOM",2006,0.899426612484425
"American plaice","GOM",2007,0.902802268571361
"American plaice","GOM",2008,0.899798076564311
"American plaice","GOM",2009,0.931940782495485
"American plaice","GOM",2010,0.940762009975337
"American plaice","GOM",2011,0.946095209546827
"American plaice","GOM",2012,0.987116333913039
"American plaice","GOM",2013,1.00793927947296
"American plaice","GOM",2014,0.996061681860302
"American plaice","GOM",2015,1.00754197368215
"American plaice","GOM",2016,1.01526859179097
"American plaice","GOM",2017,0.979743133012228
"American plaice","GOM",2018,0.979270690518523
"American plaice","GOM",2019,0.943631664066839
"American plaice","GOM",2021,1.00194971167831
"American plaice","GOM",2022,1.0265158123566
"American plaice","GOM",2023,1.00416388024252
"American plaice","GOM",2024,0.974269616252649
"American plaice","SS",1992,0.963624608115916
"American plaice","SS",1993,1.02218386352118
"American plaice","SS",1994,1.01353737038991
"American plaice","SS",1995,0.939902315435595
"American plaice","SS",1996,1.03061166770032
"American plaice","SS",1997,0.982337814013852
"American plaice","SS",1998,0.973728078007801
"American plaice","SS",1999,1.00137371120082
"American plaice","SS",2000,0.913391052309105
"American plaice","SS",2001,0.922824664174847
"American plaice","SS",2002,0.937053942554444
"American plaice","SS",2003,0.941624930606311
"American plaice","SS",2004,0.985517650212006
"American plaice","SS",2005,0.915482553232542
"American plaice","SS",2006,0.955901210642623
"American plaice","SS",2007,1.01341457214792
"American plaice","SS",2008,0.977792854393375
"American plaice","SS",2009,0.979773658422398
"American plaice","SS",2010,0.975355813658488
"American plaice","SS",2011,0.943751519554912
"American plaice","SS",2012,0.96308193746408
"American plaice","SS",2013,1.05359812613543
"American plaice","SS",2014,0.985959001348969
"American plaice","SS",2015,0.967552462030438
"American plaice","SS",2016,0.939627007254046
"American plaice","SS",2017,0.953566818490223
"American plaice","SS",2019,0.979122017109829
"American plaice","SS",2021,1.02155705606347
"American plaice","SS",2023,0.959728680577838
"American plaice","SS",2024,1.04475896111602
"Atlantic cod","GB",1992,0.998361989798816
"Atlantic cod","GB",1993,0.991616269990364
"Atlantic cod","GB",1994,1.00226036767387
"Atlantic cod","GB",1995,0.968494959510438
"Atlantic cod","GB",1996,0.993499527446806
"Atlantic cod","GB",1997,0.994622847927569
"Atlantic cod","GB",1998,0.99752282212443
"Atlantic cod","GB",1999,1.01930958561732
"Atlantic cod","GB",2000,0.979468807771949
"Atlantic cod","GB",2001,0.996270046523994
"Atlantic cod","GB",2002,0.99394289342105
"Atlantic cod","GB",2003,1.01276104906312
"Atlantic cod","GB",2004,0.939869708981643
"Atlantic cod","GB",2005,0.978549005709757
"Atlantic cod","GB",2006,0.978724279432496
"Atlantic cod","GB",2007,0.995535608001716
"Atlantic cod","GB",2008,1.02888901038656
"Atlantic cod","GB",2009,0.9812515431446
"Atlantic cod","GB",2010,0.967128689264845
"Atlantic cod","GB",2011,1.00016340457174
"Atlantic cod","GB",2012,0.978344801141099
"Atlantic cod","GB",2013,0.99207267897288
"Atlantic cod","GB",2014,0.989861232662908
"Atlantic cod","GB",2015,1.02686908451026
"Atlantic cod","GB",2016,0.971168149790798
"Atlantic cod","GB",2017,0.984229198886212
"Atlantic cod","GB",2018,0.994119680434194
"Atlantic cod","GB",2019,1.00540670191734
"Atlantic cod","GB",2021,1.03307823095718
"Atlantic cod","GB",2022,1.01843263566667
"Atlantic cod","GB",2023,1.0459432378499
"Atlantic cod","GB",2024,1.00547719095973
"Atlantic cod","GOM",1992,0.99705069655177
"Atlantic cod","GOM",1993,0.995823126677954
"Atlantic cod","GOM",1994,0.992429179668905
"Atlantic cod","GOM",1995,0.998168999607684
"Atlantic cod","GOM",1996,1.01095309888317
"Atlantic cod","GOM",1997,1.01682056580793
"Atlantic cod","GOM",1998,1.00201934466524
"Atlantic cod","GOM",1999,1.02114000263232
"Atlantic cod","GOM",2000,0.988665419005519
"Atlantic cod","GOM",2001,1.00637808705107
"Atlantic cod","GOM",2002,1.01437479962348
"Atlantic cod","GOM",2003,0.986694193194004
"Atlantic cod","GOM",2004,0.980906906555029
"Atlantic cod","GOM",2005,0.966579000002027
"Atlantic cod","GOM",2006,0.966977311714806
"Atlantic cod","GOM",2007,0.985394057250555
"Atlantic cod","GOM",2008,0.98610688629917
"Atlantic cod","GOM",2009,1.0113486822144
"Atlantic cod","GOM",2010,0.980151261433161
"Atlantic cod","GOM",2011,0.977015807660858
"Atlantic cod","GOM",2012,1.03424712173162
"Atlantic cod","GOM",2013,1.00959724456179
"Atlantic cod","GOM",2014,1.03310869203423
"Atlantic cod","GOM",2015,1.03126397873476
"Atlantic cod","GOM",2016,0.99833237849049
"Atlantic cod","GOM",2017,1.00675219313532
"Atlantic cod","GOM",2018,1.02732908893106
"Atlantic cod","GOM",2019,1.01017235278396
"Atlantic cod","GOM",2021,1.01891761031642
"Atlantic cod","GOM",2022,1.03602170359335
"Atlantic cod","GOM",2023,1.05239494812763
"Atlantic cod","GOM",2024,1.05278670088286
"Atlantic cod","SS",1992,0.973491359667763
"Atlantic cod","SS",1993,0.987858216475141
"Atlantic cod","SS",1994,0.964599418626725
"Atlantic cod","SS",1995,0.945594865495688
"Atlantic cod","SS",1996,0.960237561405263
"Atlantic cod","SS",1997,0.958897813183033
"Atlantic cod","SS",1998,0.959969119246551
"Atlantic cod","SS",1999,1.00522577146564
"Atlantic cod","SS",2000,0.987529847108768
"Atlantic cod","SS",2001,0.945339840127762
"Atlantic cod","SS",2002,0.963415745802887
"Atlantic cod","SS",2003,0.954426916857607
"Atlantic cod","SS",2004,1.01123453675012
"Atlantic cod","SS",2005,0.967552745144443
"Atlantic cod","SS",2006,0.977083235729376
"Atlantic cod","SS",2007,0.970541708953641
"Atlantic cod","SS",2008,0.941313475987211
"Atlantic cod","SS",2009,0.981797732282701
"Atlantic cod","SS",2010,1.00190614172621
"Atlantic cod","SS",2011,0.954239886692787
"Atlantic cod","SS",2012,0.983924059636339
"Atlantic cod","SS",2013,0.988728121616453
"Atlantic cod","SS",2014,0.943981567428922
"Atlantic cod","SS",2015,0.984534282107136
"Atlantic cod","SS",2016,1.02656251811462
"Atlantic cod","SS",2019,1.06050823338852
"Atlantic cod","SS",2021,1.02863042459812
"Atlantic cod","SS",2023,1.01155019297044
"Atlantic croaker","MAB",1992,1.02307880070415
"Atlantic croaker","MAB",1996,1.02122466190653
"Atlantic croaker","MAB",1997,1.00385129459179
"Atlantic croaker","MAB",1998,0.977849429157814
"Atlantic croaker","MAB",1999,1.02801796675358
"Atlantic croaker","MAB",2000,1.03264757985655
"Atlantic croaker","MAB",2001,0.998086739344713
"Atlantic croaker","MAB",2002,0.990494001894917
"Atlantic croaker","MAB",2003,1.02958127947135
"Atlantic croaker","MAB",2004,0.987123820642041
"Atlantic croaker","MAB",2005,0.983781039614102
"Atlantic croaker","MAB",2006,0.975896948238954
"Atlantic croaker","MAB",2007,1.00300484108762
"Atlantic croaker","MAB",2008,0.959442287425059
"Atlantic croaker","MAB",2009,0.995870765605748
"Atlantic croaker","MAB",2010,1.01947973762733
"Atlantic croaker","MAB",2011,1.03732460188216
"Atlantic croaker","MAB",2012,0.956936143849639
"Atlantic croaker","MAB",2013,0.989816551039822
"Atlantic croaker","MAB",2014,0.974092138496917
"Atlantic croaker","MAB",2015,0.989189659468948
"Atlantic croaker","MAB",2016,1.00063326052009
"Atlantic croaker","MAB",2018,0.997440412745517
"Atlantic croaker","MAB",2019,0.990203546774651
"Atlantic croaker","MAB",2021,0.95708375869606
"Atlantic croaker","MAB",2022,1.00236561265665
"Atlantic croaker","MAB",2023,0.963368001891339
"Atlantic croaker","MAB",2024,0.992285485806752
"Atlantic croaker",NA,1996,0.951808299235252
"Atlantic croaker",NA,1999,0.985234848768464
"Atlantic croaker",NA,2000,0.941524160201736
"Atlantic croaker",NA,2001,0.948428731969064
"Atlantic croaker",NA,2002,0.890159905724566
"Atlantic croaker",NA,2003,0.986351641064907
"Atlantic croaker",NA,2004,0.901692638896867
"Atlantic croaker",NA,2005,0.932519212167988
"Atlantic croaker",NA,2006,0.891102078110642
"Atlantic croaker",NA,2007,0.916252142541826
"Atlantic croaker",NA,2008,0.891781282671103
"Atlantic croaker",NA,2009,0.941844950813818
"Atlantic croaker",NA,2010,0.961430331730677
"Atlantic croaker",NA,2011,0.997811168601352
"Atlantic croaker",NA,2012,0.990149937649797
"Atlantic croaker",NA,2013,0.941206472373213
"Atlantic croaker",NA,2014,0.900528030603307
"Atlantic croaker",NA,2015,0.899091815827155
"Atlantic croaker",NA,2016,0.943159400143756
"Atlantic croaker",NA,2018,0.899386149764503
"Atlantic croaker",NA,2019,0.979699939025699
"Atlantic croaker",NA,2021,0.936585966994631
"Atlantic croaker",NA,2022,1.07077258398759
"Atlantic croaker",NA,2024,0.91563215644552
"Atlantic halibut","SS",1999,0.98253387720228
"Atlantic halibut","SS",2000,0.919796078170468
"Atlantic halibut","SS",2001,0.959554310348405
"Atlantic halibut","SS",2002,0.983010309898037
"Atlantic halibut","SS",2003,0.946470916513514
"Atlantic halibut","SS",2004,0.964774743677069
"Atlantic halibut","SS",2005,0.94237206505472
"Atlantic halibut","SS",2006,0.899518074414673
"Atlantic halibut","SS",2007,0.982196059850732
"Atlantic halibut","SS",2008,0.992290471387094
"Atlantic halibut","SS",2010,0.982075009342603
"Atlantic halibut","SS",2011,0.956981482934803
"Atlantic halibut","SS",2012,0.963302693398414
"Atlantic halibut","SS",2013,0.983413784627953
"Atlantic halibut","SS",2014,0.950840691455003
"Atlantic halibut","SS",2015,0.983619648172614
"Atlantic halibut","SS",2016,0.938272083214642
"Atlantic halibut","SS",2021,0.958934028820183
"Atlantic halibut","SS",2023,1.00558865274592
"Atlantic halibut","SS",2024,0.98945522170531
"Atlantic herring","GB",1992,0.799962096069122
"Atlantic herring","GB",1993,1.03080270788493
"Atlantic herring","GB",1994,1.10035984586024
"Atlantic herring","GB",1995,1.04667547845453
"Atlantic herring","GB",1996,1.05397402229661
"Atlantic herring","GB",1997,1.03076988038785
"Atlantic herring","GB",1998,1.05124096535624
"Atlantic herring","GB",1999,1.08384896128703
"Atlantic herring","GB",2000,1.17652963217345
"Atlantic herring","GB",2001,1.03891156857478
"Atlantic herring","GB",2002,0.982664126578022
"Atlantic herring","GB",2003,1.08635698907767
"Atlantic herring","GB",2004,0.995639181207038
"Atlantic herring","GB",2005,1.00440036136986
"Atlantic herring","GB",2006,1.07230963853045
"Atlantic herring","GB",2007,1.13006728748769
"Atlantic herring","GB",2008,1.09216725157882
"Atlantic herring","GB",2009,0.970993697014769
"Atlantic herring","GB",2010,0.965623622657324
"Atlantic herring","GB",2011,0.96615472964631
"Atlantic herring","GB",2012,1.03785944280187
"Atlantic herring","GB",2013,1.00682381085187
"Atlantic herring","GB",2014,1.0623859147195
"Atlantic herring","GB",2015,1.09514308667982
"Atlantic herring","GB",2016,1.03129195071805
"Atlantic herring","GB",2017,0.970007014491317
"Atlantic herring","GB",2018,1.05167282187509
"Atlantic herring","GB",2019,1.04430289973868
"Atlantic herring","GB",2021,1.00442467205697
"Atlantic herring","GB",2022,0.981974898402084
"Atlantic herring","GB",2023,1.10023929719732
"Atlantic herring","GB",2024,1.11172794971534
"Atlantic herring","GOM",1992,0.935848709659114
"Atlantic herring","GOM",1993,1.05959116739584
"Atlantic herring","GOM",1994,1.01063693373138
"Atlantic herring","GOM",1995,1.03800204420904
"Atlantic herring","GOM",1996,0.989086561549654
"Atlantic herring","GOM",1997,0.97751191309069
"Atlantic herring","GOM",1998,0.982104127807027
"Atlantic herring","GOM",1999,0.995965121650442
"Atlantic herring","GOM",2000,1.0114986199213
"Atlantic herring","GOM",2001,0.971182698031167
"Atlantic herring","GOM",2002,0.965430056316525
"Atlantic herring","GOM",2003,0.994948269213009
"Atlantic herring","GOM",2004,0.969476540276925
"Atlantic herring","GOM",2005,0.957794762955674
"Atlantic herring","GOM",2006,0.994489014417817
"Atlantic herring","GOM",2007,1.04072546608098
"Atlantic herring","GOM",2008,0.993228801810411
"Atlantic herring","GOM",2009,0.997289647775661
"Atlantic herring","GOM",2010,0.939292979696395
"Atlantic herring","GOM",2011,0.964999778487422
"Atlantic herring","GOM",2012,0.962214491496476
"Atlantic herring","GOM",2013,0.965714292870778
"Atlantic herring","GOM",2014,0.971369716941868
"Atlantic herring","GOM",2015,0.972555132592411
"Atlantic herring","GOM",2016,0.995658676822135
"Atlantic herring","GOM",2017,0.951114374550744
"Atlantic herring","GOM",2018,0.984806421604188
"Atlantic herring","GOM",2019,0.957309326650863
"Atlantic herring","GOM",2021,0.990091198437293
"Atlantic herring","GOM",2022,0.974363423127198
"Atlantic herring","GOM",2023,1.03044980344238
"Atlantic herring","GOM",2024,1.02005931522669
"Atlantic herring","SS",1992,1.0275602616771
"Atlantic herring","SS",1993,1.05110782082873
"Atlantic herring","SS",1994,1.02459011350841
"Atlantic herring","SS",1995,1.02797059841507
"Atlantic herring","SS",1996,1.00246057282059
"Atlantic herring","SS",1997,1.08668006217861
"Atlantic herring","SS",1998,0.98750628781432
"Atlantic herring","SS",1999,1.03374514792399
"Atlantic herring","SS",2000,0.879534521062622
"Atlantic herring","SS",2001,0.961301008301058
"Atlantic herring","SS",2002,0.961086893392796
"Atlantic herring","SS",2003,1.00818264140843
"Atlantic herring","SS",2004,0.986441235475099
"Atlantic herring","SS",2005,0.968221380206063
"Atlantic herring","SS",2006,0.987007816032032
"Atlantic herring","SS",2007,1.00034834675614
"Atlantic herring","SS",2008,1.05082218019571
"Atlantic herring","SS",2009,0.960165480109799
"Atlantic herring","SS",2010,0.976972737621738
"Atlantic herring","SS",2011,0.965820299431732
"Atlantic herring","SS",2012,0.95172120468794
"Atlantic herring","SS",2013,1.01165666512633
"Atlantic herring","SS",2014,0.999282965610754
"Atlantic herring","SS",2015,0.974295238195753
"Atlantic herring","SS",2016,0.953311198669934
"Atlantic herring","SS",2017,0.91471876403012
"Atlantic herring","SS",2019,0.983295163640058
"Atlantic herring","SS",2021,0.990194415016492
"Atlantic herring","SS",2022,0.957726205822227
"Atlantic herring","SS",2023,1.02191915591665
"Atlantic herring","SS",2024,0.997164564242493
"Atlantic mackerel","GB",1992,1.05002349789338
"Atlantic mackerel","GB",1993,1.00334351344067
"Atlantic mackerel","GB",1994,1.01789468145911
"Atlantic mackerel","GB",1995,0.995173963898941
"Atlantic mackerel","GB",1996,1.02667373871742
"Atlantic mackerel","GB",1997,1.02916804978451
"Atlantic mackerel","GB",1998,0.937210857045503
"Atlantic mackerel","GB",1999,1.05025788276644
"Atlantic mackerel","GB",2000,0.953260814498697
"Atlantic mackerel","GB",2001,0.989418766440168
"Atlantic mackerel","GB",2002,0.942331861286542
"Atlantic mackerel","GB",2003,1.03579673992904
"Atlantic mackerel","GB",2004,0.964932806478125
"Atlantic mackerel","GB",2005,0.88191541842495
"Atlantic mackerel","GB",2006,0.956618140752964
"Atlantic mackerel","GB",2007,0.990785317715797
"Atlantic mackerel","GB",2008,1.03473687437867
"Atlantic mackerel","GB",2009,1.00217423924974
"Atlantic mackerel","GB",2010,1.05703535249432
"Atlantic mackerel","GB",2011,1.01979032247377
"Atlantic mackerel","GB",2012,1.02166812390405
"Atlantic mackerel","GB",2013,1.03865688637152
"Atlantic mackerel","GB",2014,1.05507120809722
"Atlantic mackerel","GB",2015,1.08372736354321
"Atlantic mackerel","GB",2016,1.04109542499536
"Atlantic mackerel","GB",2018,1.07926194001668
"Atlantic mackerel","GB",2019,1.01259129703263
"Atlantic mackerel","GB",2021,1.03472579516613
"Atlantic mackerel","GB",2022,1.01671166974243
"Atlantic mackerel","GB",2023,1.0067691184604
"Atlantic mackerel","GB",2024,1.01733318010829
"Atlantic mackerel","GOM",1992,1.01865088549751
"Atlantic mackerel","GOM",1993,1.01418764720749
"Atlantic mackerel","GOM",1994,1.04274751348424
"Atlantic mackerel","GOM",1995,0.965576660481241
"Atlantic mackerel","GOM",1996,0.960592925431222
"Atlantic mackerel","GOM",1997,1.00438509005934
"Atlantic mackerel","GOM",1998,1.0109189122328
"Atlantic mackerel","GOM",1999,1.08341517689351
"Atlantic mackerel","GOM",2000,1.00000912862227
"Atlantic mackerel","GOM",2001,0.971167159656246
"Atlantic mackerel","GOM",2002,1.02367445999
"Atlantic mackerel","GOM",2003,0.979359008828715
"Atlantic mackerel","GOM",2004,0.942392348064272
"Atlantic mackerel","GOM",2005,0.892295807148184
"Atlantic mackerel","GOM",2006,0.964982451300774
"Atlantic mackerel","GOM",2007,0.949234406704614
"Atlantic mackerel","GOM",2008,0.93950552834921
"Atlantic mackerel","GOM",2009,0.956286515867133
"Atlantic mackerel","GOM",2010,0.924921281056725
"Atlantic mackerel","GOM",2011,0.978419090001131
"Atlantic mackerel","GOM",2012,1.00655703048616
"Atlantic mackerel","GOM",2013,0.986239891636649
"Atlantic mackerel","GOM",2014,1.01751729859145
"Atlantic mackerel","GOM",2015,0.994695372131479
"Atlantic mackerel","GOM",2016,1.00930764373018
"Atlantic mackerel","GOM",2018,0.960211339685767
"Atlantic mackerel","GOM",2019,0.927596332865619
"Atlantic mackerel","GOM",2021,0.955439139192044
"Atlantic mackerel","GOM",2022,0.96955278091095
"Atlantic mackerel","GOM",2023,0.947282205907483
"Atlantic mackerel","GOM",2024,0.954492485853886
"Atlantic mackerel","MAB",1992,1.05430366185272
"Atlantic mackerel","MAB",1993,0.899372226138088
"Atlantic mackerel","MAB",1994,1.04094506496837
"Atlantic mackerel","MAB",1995,0.96221165915703
"Atlantic mackerel","MAB",1996,1.00225456995387
"Atlantic mackerel","MAB",1997,0.964194988666762
"Atlantic mackerel","MAB",1998,1.02190709099083
"Atlantic mackerel","MAB",1999,0.958800193339251
"Atlantic mackerel","MAB",2000,1.02562147645557
"Atlantic mackerel","MAB",2001,0.977130640377759
"Atlantic mackerel","MAB",2003,0.94799096063962
"Atlantic mackerel","MAB",2005,1.0449709523314
"Atlantic mackerel","MAB",2007,1.0218777056858
"Atlantic mackerel","MAB",2008,1.01684104902525
"Atlantic mackerel","MAB",2009,1.06836333519631
"Atlantic mackerel","MAB",2010,1.07181936182198
"Atlantic mackerel","MAB",2011,1.06654789857795
"Atlantic mackerel","MAB",2012,1.16020115299491
"Atlantic mackerel","MAB",2015,1.077041094435
"Atlantic mackerel","MAB",2018,1.07583827380579
"Atlantic mackerel","MAB",2019,1.05512425334754
"Atlantic mackerel","MAB",2021,1.0691852210356
"Atlantic mackerel","MAB",2022,1.04277843108037
"Atlantic mackerel","MAB",2023,1.05673572482923
"Atlantic mackerel","MAB",2024,1.04441698133337
"Atlantic mackerel","SS",1992,0.99957578509745
"Atlantic mackerel","SS",1994,1.01664090196068
"Atlantic mackerel","SS",1995,1.06205623640597
"Atlantic mackerel","SS",1997,0.960110513488782
"Atlantic mackerel","SS",1998,1.02845387161677
"Atlantic mackerel","SS",1999,1.04372782388768
"Atlantic mackerel","SS",2001,0.918855948093002
"Atlantic mackerel","SS",2002,0.945717685364072
"Atlantic mackerel","SS",2003,0.975962804076755
"Atlantic mackerel","SS",2004,0.98973808921179
"Atlantic mackerel","SS",2005,0.946202402338027
"Atlantic mackerel","SS",2006,1.08084142058592
"Atlantic mackerel","SS",2008,0.944449002948524
"Atlantic mackerel","SS",2009,0.966244557675665
"Atlantic mackerel","SS",2010,0.923632581876261
"Atlantic mackerel","SS",2011,0.929203381833985
"Atlantic mackerel","SS",2012,1.00521495459024
"Atlantic mackerel","SS",2013,0.969860371527755
"Atlantic mackerel","SS",2014,0.995666768436815
"Atlantic mackerel","SS",2015,1.03775498528015
"Atlantic mackerel","SS",2016,0.92195509467825
"Atlantic mackerel","SS",2019,0.932028849900523
"Atlantic mackerel","SS",2021,0.940542068246294
"Atlantic mackerel","SS",2022,0.910086924286142
"Atlantic mackerel","SS",2023,0.892902103487898
"Atlantic mackerel","SS",2024,0.943040038726422
"Atlantic menhaden","GOM",1998,1.00207493612071
"Atlantic menhaden","GOM",2000,1.03458249335079
"Atlantic menhaden","GOM",2001,1.22071347785513
"Atlantic menhaden","GOM",2002,1.08549632373817
"Atlantic menhaden","GOM",2003,0.937600775940815
"Atlantic menhaden","GOM",2004,1.1246856370564
"Atlantic menhaden","GOM",2005,1.00429918851392
"Atlantic menhaden","GOM",2006,1.06932967991004
"Atlantic menhaden","GOM",2007,1.11472104989209
"Atlantic menhaden","GOM",2008,1.04232933727992
"Atlantic menhaden","GOM",2009,1.09066831061354
"Atlantic menhaden","GOM",2010,1.08294354677692
"Atlantic menhaden","GOM",2011,1.11371318348378
"Atlantic menhaden","GOM",2012,0.981349229997963
"Atlantic menhaden","GOM",2013,1.00590742809066
"Atlantic menhaden","GOM",2014,0.979588135268075
"Atlantic menhaden","GOM",2015,1.01384223603508
"Atlantic menhaden","GOM",2016,1.06575757866917
"Atlantic menhaden","GOM",2018,0.992381862493349
"Atlantic menhaden","GOM",2019,1.03236942452402
"Atlantic menhaden","GOM",2021,0.979229127836611
"Atlantic menhaden","GOM",2022,1.01437224141977
"Atlantic menhaden","GOM",2023,1.02580387406783
"Atlantic menhaden","GOM",2024,1.03044406483663
"Atlantic wolffish","GOM",1992,1.03417795627881
"Atlantic wolffish","GOM",1993,1.03520614046282
"Atlantic wolffish","GOM",1994,0.902834236033063
"Atlantic wolffish","GOM",1995,1.0841946765229
"Atlantic wolffish","GOM",1996,0.890870227886779
"Atlantic wolffish","GOM",1997,0.983289184848718
"Atlantic wolffish","GOM",1998,0.986714633204144
"Atlantic wolffish","GOM",1999,0.982344877843305
"Atlantic wolffish","GOM",2001,1.02269194238367
"Atlantic wolffish","GOM",2003,1.03813391036653
"Atlantic wolffish","GOM",2005,0.901904178649603
"Atlantic wolffish","GOM",2006,1.10337021134135
"Atlantic wolffish","GOM",2008,0.943829932199759
"Atlantic wolffish","GOM",2009,1.03520457480644
"Atlantic wolffish","GOM",2010,1.01539756807406
